topic,source,negative,neutral,positive,negative_neutral_diff,positive_neutral_diff
19_митинг_поддержку_протеста_задержали,Meduza,0.419,0.556,0.026,0.13700000000000007,0.53
19_митинг_поддержку_протеста_задержали,UNIAN,0.54,0.434,0.027,0.10600000000000004,0.407
19_митинг_поддержку_протеста_задержали,ShockedUkraine,0.525,0.45,0.025,0.07500000000000001,0.425
19_митинг_поддержку_протеста_задержали,NovayaGazeta,0.438,0.5,0.062,0.062,0.438
19_митинг_поддержку_протеста_задержали,WashingtonPost,0.0,0.0,0.0,0.0,0.0
19_митинг_поддержку_протеста_задержали,NYT,0.0,0.0,0.0,0.0,0.0
1_переговорах_мединский_украиной_россией,NYT,0.222,0.778,0.0,0.556,0.778
1_переговорах_мединский_украиной_россией,WashingtonPost,0.3,0.7,0.0,0.39999999999999997,0.7
1_переговорах_мединский_украиной_россией,Meduza,0.3,0.656,0.044,0.35600000000000004,0.612
1_переговорах_мединский_украиной_россией,RIANews,0.308,0.647,0.045,0.339,0.602
1_переговорах_мединский_украиной_россией,NovayaGazeta,0.333,0.667,0.0,0.334,0.667
1_переговорах_мединский_украиной_россией,ShockedUkraine,0.353,0.618,0.029,0.265,0.589
1_переговорах_мединский_украиной_россией,TACC,0.353,0.61,0.037,0.257,0.573
1_переговорах_мединский_украиной_россией,RBK,0.397,0.567,0.035,0.16999999999999993,0.5319999999999999
1_переговорах_мединский_украиной_россией,Ukraine24,0.406,0.562,0.031,0.15600000000000003,0.531
1_переговорах_мединский_украиной_россией,BBC,0.404,0.551,0.045,0.14700000000000002,0.506
1_переговорах_мединский_украиной_россией,UkraineNow,0.418,0.557,0.026,0.13900000000000007,0.531
1_переговорах_мединский_украиной_россией,UNIAN,0.409,0.532,0.058,0.12300000000000005,0.47400000000000003
20_китай_пекин_цзиньпин_китаю,WashingtonPost,1.0,0.0,0.0,1.0,0.0
20_китай_пекин_цзиньпин_китаю,NYT,0.0,1.0,0.0,1.0,1.0
20_китай_пекин_цзиньпин_китаю,Meduza,0.133,0.8,0.067,0.667,0.7330000000000001
20_китай_пекин_цзиньпин_китаю,TACC,0.235,0.669,0.096,0.43400000000000005,0.5730000000000001
20_китай_пекин_цзиньпин_китаю,RIANews,0.296,0.633,0.071,0.337,0.562
20_китай_пекин_цзиньпин_китаю,ShockedUkraine,0.333,0.667,0.0,0.334,0.667
20_китай_пекин_цзиньпин_китаю,Ukraine24,0.25,0.5,0.25,0.25,0.25
20_китай_пекин_цзиньпин_китаю,BBC,0.56,0.32,0.12,0.24000000000000005,0.2
20_китай_пекин_цзиньпин_китаю,UkraineNow,0.368,0.544,0.088,0.17600000000000005,0.45600000000000007
20_китай_пекин_цзиньпин_китаю,UNIAN,0.464,0.377,0.159,0.08700000000000002,0.218
20_китай_пекин_цзиньпин_китаю,RBK,0.394,0.424,0.182,0.02999999999999997,0.242
20_китай_пекин_цзиньпин_китаю,NovayaGazeta,0.5,0.5,0.0,0.0,0.5
21_долларов_млрд_украине_военной,NovayaGazeta,1.0,0.0,0.0,1.0,0.0
21_долларов_млрд_украине_военной,WashingtonPost,0.045,0.955,0.0,0.9099999999999999,0.955
21_долларов_млрд_украине_военной,NYT,0.091,0.909,0.0,0.8180000000000001,0.909
21_долларов_млрд_украине_военной,ShockedUkraine,0.15,0.7,0.15,0.5499999999999999,0.5499999999999999
21_долларов_млрд_украине_военной,RBK,0.143,0.686,0.171,0.543,0.515
21_долларов_млрд_украине_военной,TACC,0.167,0.706,0.127,0.5389999999999999,0.579
21_долларов_млрд_украине_военной,Meduza,0.188,0.719,0.094,0.5309999999999999,0.625
21_долларов_млрд_украине_военной,RIANews,0.197,0.704,0.099,0.5069999999999999,0.605
21_долларов_млрд_украине_военной,UkraineNow,0.169,0.6,0.231,0.43099999999999994,0.369
21_долларов_млрд_украине_военной,Ukraine24,0.214,0.571,0.214,0.357,0.357
21_долларов_млрд_украине_военной,UNIAN,0.25,0.555,0.195,0.30500000000000005,0.36000000000000004
21_долларов_млрд_украине_военной,BBC,0.353,0.373,0.275,0.020000000000000018,0.09799999999999998
22_обстрелов_ранены_мирных_донецкой,NYT,1.0,0.0,0.0,1.0,0.0
22_обстрелов_ранены_мирных_донецкой,BBC,0.956,0.044,0.0,0.9119999999999999,0.044
22_обстрелов_ранены_мирных_донецкой,Ukraine24,0.143,0.714,0.143,0.571,0.571
22_обстрелов_ранены_мирных_донецкой,UNIAN,0.759,0.223,0.018,0.536,0.20500000000000002
22_обстрелов_ранены_мирных_донецкой,UkraineNow,0.73,0.238,0.033,0.492,0.205
22_обстрелов_ранены_мирных_донецкой,Meduza,0.746,0.254,0.0,0.492,0.254
22_обстрелов_ранены_мирных_донецкой,TACC,0.7,0.283,0.017,0.417,0.26599999999999996
22_обстрелов_ранены_мирных_донецкой,RIANews,0.34,0.66,0.0,0.32,0.66
22_обстрелов_ранены_мирных_донецкой,RBK,0.4,0.6,0.0,0.19999999999999996,0.6
22_обстрелов_ранены_мирных_донецкой,ShockedUkraine,0.479,0.5,0.021,0.02100000000000002,0.479
22_обстрелов_ранены_мирных_донецкой,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
22_обстрелов_ранены_мирных_донецкой,WashingtonPost,0.0,0.0,0.0,0.0,0.0
23_санкции_санкций_сербии_сербия,NYT,1.0,0.0,0.0,1.0,0.0
23_санкции_санкций_сербии_сербия,ShockedUkraine,0.8,0.2,0.0,0.6000000000000001,0.2
23_санкции_санкций_сербии_сербия,BBC,0.762,0.19,0.048,0.5720000000000001,0.14200000000000002
23_санкции_санкций_сербии_сербия,UNIAN,0.735,0.224,0.041,0.511,0.183
23_санкции_санкций_сербии_сербия,RBK,0.621,0.303,0.076,0.318,0.22699999999999998
23_санкции_санкций_сербии_сербия,UkraineNow,0.571,0.371,0.057,0.19999999999999996,0.314
23_санкции_санкций_сербии_сербия,Ukraine24,0.333,0.5,0.167,0.16699999999999998,0.33299999999999996
23_санкции_санкций_сербии_сербия,RIANews,0.57,0.421,0.009,0.14899999999999997,0.412
23_санкции_санкций_сербии_сербия,TACC,0.544,0.412,0.044,0.13200000000000006,0.368
23_санкции_санкций_сербии_сербия,Meduza,0.429,0.536,0.036,0.10700000000000004,0.5
23_санкции_санкций_сербии_сербия,NovayaGazeta,0.5,0.5,0.0,0.0,0.5
23_санкции_санкций_сербии_сербия,WashingtonPost,0.0,0.0,0.0,0.0,0.0
24_воды_воду_вода_водой,BBC,0.842,0.158,0.0,0.6839999999999999,0.158
24_воды_воду_вода_водой,UNIAN,0.717,0.217,0.066,0.5,0.151
24_воды_воду_вода_водой,Meduza,0.733,0.267,0.0,0.46599999999999997,0.267
24_воды_воду_вода_водой,UkraineNow,0.645,0.194,0.161,0.451,0.033
24_воды_воду_вода_водой,ShockedUkraine,0.667,0.233,0.1,0.43400000000000005,0.133
24_воды_воду_вода_водой,RIANews,0.641,0.304,0.054,0.337,0.25
24_воды_воду_вода_водой,Ukraine24,0.667,0.333,0.0,0.334,0.333
24_воды_воду_вода_водой,NovayaGazeta,0.667,0.333,0.0,0.334,0.333
24_воды_воду_вода_водой,NYT,0.333,0.667,0.0,0.334,0.667
24_воды_воду_вода_водой,RBK,0.652,0.348,0.0,0.30400000000000005,0.348
24_воды_воду_вода_водой,TACC,0.509,0.395,0.096,0.11399999999999999,0.29900000000000004
24_воды_воду_вода_водой,WashingtonPost,0.0,0.0,0.0,0.0,0.0
25_лучший_оскар_фильм_лучшая,BBC,0.733,0.167,0.1,0.566,0.067
25_лучший_оскар_фильм_лучшая,NovayaGazeta,0.219,0.531,0.25,0.31200000000000006,0.281
25_лучший_оскар_фильм_лучшая,ShockedUkraine,0.35,0.6,0.05,0.25,0.5499999999999999
25_лучший_оскар_фильм_лучшая,UNIAN,0.526,0.353,0.121,0.17300000000000004,0.23199999999999998
25_лучший_оскар_фильм_лучшая,TACC,0.32,0.48,0.2,0.15999999999999998,0.27999999999999997
25_лучший_оскар_фильм_лучшая,Ukraine24,0.519,0.37,0.111,0.14900000000000002,0.259
25_лучший_оскар_фильм_лучшая,Meduza,0.5,0.375,0.125,0.125,0.25
25_лучший_оскар_фильм_лучшая,RIANews,0.333,0.407,0.259,0.07399999999999995,0.14799999999999996
25_лучший_оскар_фильм_лучшая,UkraineNow,0.444,0.493,0.062,0.04899999999999999,0.431
25_лучший_оскар_фильм_лучшая,RBK,0.381,0.333,0.286,0.04799999999999999,0.04700000000000004
25_лучший_оскар_фильм_лучшая,WashingtonPost,0.0,0.0,0.0,0.0,0.0
25_лучший_оскар_фильм_лучшая,NYT,0.0,0.0,0.0,0.0,0.0
26_евро_долларов_украине_миллионов,WashingtonPost,0.0,1.0,0.0,1.0,1.0
26_евро_долларов_украине_миллионов,NYT,0.0,1.0,0.0,1.0,1.0
26_евро_долларов_украине_миллионов,RIANews,0.062,0.844,0.094,0.782,0.75
26_евро_долларов_украине_миллионов,TACC,0.057,0.747,0.195,0.69,0.552
26_евро_долларов_украине_миллионов,RBK,0.038,0.577,0.385,0.5389999999999999,0.19199999999999995
26_евро_долларов_украине_миллионов,Ukraine24,0.118,0.588,0.294,0.47,0.294
26_евро_долларов_украине_миллионов,ShockedUkraine,0.174,0.609,0.217,0.435,0.392
26_евро_долларов_украине_миллионов,NovayaGazeta,0.0,0.4,0.6,0.4,0.19999999999999996
26_евро_долларов_украине_миллионов,UkraineNow,0.175,0.518,0.307,0.343,0.21100000000000002
26_евро_долларов_украине_миллионов,Meduza,0.156,0.469,0.375,0.31299999999999994,0.09399999999999997
26_евро_долларов_украине_миллионов,BBC,0.13,0.435,0.435,0.305,0.0
26_евро_долларов_украине_миллионов,UNIAN,0.17,0.444,0.386,0.274,0.057999999999999996
27_погиб_умер_скончался_смерти,NYT,0.0,1.0,0.0,1.0,1.0
27_погиб_умер_скончался_смерти,BBC,0.789,0.158,0.053,0.631,0.10500000000000001
27_погиб_умер_скончался_смерти,TACC,0.347,0.639,0.014,0.29200000000000004,0.625
27_погиб_умер_скончался_смерти,Ukraine24,0.625,0.375,0.0,0.25,0.375
27_погиб_умер_скончался_смерти,UkraineNow,0.588,0.353,0.059,0.235,0.294
27_погиб_умер_скончался_смерти,NovayaGazeta,0.4,0.56,0.04,0.16000000000000003,0.52
27_погиб_умер_скончался_смерти,RIANews,0.422,0.578,0.0,0.15599999999999997,0.578
27_погиб_умер_скончался_смерти,UNIAN,0.538,0.385,0.077,0.15300000000000002,0.308
27_погиб_умер_скончался_смерти,Meduza,0.55,0.433,0.017,0.11700000000000005,0.416
27_погиб_умер_скончался_смерти,ShockedUkraine,0.444,0.556,0.0,0.11200000000000004,0.556
27_погиб_умер_скончался_смерти,RBK,0.413,0.413,0.175,0.0,0.238
27_погиб_умер_скончался_смерти,WashingtonPost,0.5,0.5,0.0,0.0,0.5
28_алкоголя_россии_компании_carlsberg,NovayaGazeta,0.833,0.167,0.0,0.6659999999999999,0.167
28_алкоголя_россии_компании_carlsberg,BBC,0.652,0.217,0.13,0.43500000000000005,0.087
28_алкоголя_россии_компании_carlsberg,ShockedUkraine,0.5,0.125,0.375,0.375,0.25
28_алкоголя_россии_компании_carlsberg,RBK,0.513,0.231,0.256,0.28200000000000003,0.024999999999999994
28_алкоголя_россии_компании_carlsberg,Meduza,0.298,0.509,0.193,0.21100000000000002,0.316
28_алкоголя_россии_компании_carlsberg,RIANews,0.329,0.507,0.164,0.178,0.34299999999999997
28_алкоголя_россии_компании_carlsberg,UkraineNow,0.529,0.386,0.086,0.14300000000000002,0.30000000000000004
28_алкоголя_россии_компании_carlsberg,TACC,0.479,0.362,0.16,0.11699999999999999,0.20199999999999999
28_алкоголя_россии_компании_carlsberg,UNIAN,0.444,0.333,0.222,0.11099999999999999,0.11100000000000002
28_алкоголя_россии_компании_carlsberg,Ukraine24,0.5,0.5,0.0,0.0,0.5
28_алкоголя_россии_компании_carlsberg,WashingtonPost,0.0,0.0,0.0,0.0,0.0
28_алкоголя_россии_компании_carlsberg,NYT,0.0,0.0,0.0,0.0,0.0
29_космической_космонавты_спутников_космонавт,Meduza,0.118,0.647,0.235,0.529,0.41200000000000003
29_космической_космонавты_спутников_космонавт,TACC,0.144,0.619,0.237,0.475,0.382
29_космической_космонавты_спутников_космонавт,BBC,0.118,0.529,0.353,0.41100000000000003,0.17600000000000005
29_космической_космонавты_спутников_космонавт,RBK,0.17,0.532,0.298,0.362,0.23400000000000004
